GARE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
Bonneval;550000;1;118+661;51df973a-6665-11e3-afff-01f464e0362d;580495.0793000013;6789322.8759;1.391641104869847;48.19330725691029;48.19330725691029, 1.3916411048698467;48.193307256899956, 1.3916411048698456;"{""coordinates"": [1.391641104869846, 48.193307256899956], ""type"": ""Point""}"
;830000;1;523+358;51eb61ee-6665-11e3-afff-01f464e0362d;843346.4675000012;6507211.396600001;4.840631607647654;45.649410080713174;45.649410080713174, 4.840631607647654;45.649410080695425, 4.840631607647656;"{""coordinates"": [4.840631607647656, 45.649410080695425], ""type"": ""Point""}"
Fléré-la-Rivière;594000;1;297+940;51e2ae60-6665-11e3-afff-01f464e0362d;556180.2612000033;6659920.918699998;1.106276015468923;47.02399746912836;47.02399746912836, 1.1062760154689228;47.023997469114605, 1.1062760154689213;"{""coordinates"": [1.106276015468921, 47.023997469114605], ""type"": ""Point""}"
St-Étienne-Pont-de-l'Âne;780000;1;002+296;51e31e90-6665-11e3-afff-01f464e0362d;810145.7880000025;6484476.234499998;4.409215427640129;45.45088064659292;45.45088064659292, 4.409215427640129;45.450880646574596, 4.409215427640131;"{""coordinates"": [4.409215427640131, 45.450880646574596], ""type"": ""Point""}"
Clermont-Ferrand;790000;1;419+565;51ed5f42-6665-11e3-afff-01f464e0362d;707613.6894000024;6519625.724100001;3.097978606989628;45.77620205840699;45.77620205840699, 3.097978606989628;45.776202058389586, 3.097978606989628;"{""coordinates"": [3.097978606989628, 45.776202058389586], ""type"": ""Point""}"
La Pauline-Hyères;930000;1;078+618;51e894e6-6665-11e3-afff-01f464e0362d;947876.2707000002;6232418.132100001;6.045714413198344;43.14798155616379;43.14798155616379, 6.045714413198344;43.14798155613947, 6.045714413198347;"{""coordinates"": [6.045714413198347, 43.14798155613947], ""type"": ""Point""}"
Neufchâteau;026000;1;047+850;51f196aa-6665-11e3-afff-01f464e0362d;898478.5467000008;6809323.827599999;5.67970688234758;48.35391091516416;48.35391091516416, 5.67970688234758;48.3539109151395, 5.679706882347582;"{""coordinates"": [5.679706882347582, 48.3539109151395], ""type"": ""Point""}"
St-Amand-de-Vendôme;550000;1;190+677;51e042e2-6665-11e3-afff-01f464e0362d;550842.7211999968;6734317.2053;1.011357840063423;47.69233878066732;47.69233878066732, 1.0113578400634229;47.69233878065552, 1.0113578400634216;"{""coordinates"": [1.011357840063422, 47.69233878065552], ""type"": ""Point""}"
Cysoing;268000;1;256+626;51e306ec-6665-11e3-afff-01f464e0362d;714822.4733000025;7051804.2817;3.208860900302135;50.56323157245028;50.56323157245028, 3.208860900302135;50.563231572436294, 3.208860900302135;"{""coordinates"": [3.208860900302135, 50.563231572436294], ""type"": ""Point""}"
;515000;1;239+671;51eb35ac-6665-11e3-afff-01f464e0362d;524019.15089999884;6700175.677099999;0.66736830370289;47.37852448505535;47.37852448505535, 0.6673683037028895;47.37852448504265, 0.667368303702887;"{""coordinates"": [0.667368303702887, 47.37852448504265], ""type"": ""Point""}"
Varangéville-St-Nicolas;070000;1;364+699;51e7716c-6665-11e3-afff-01f464e0362d;943415.2932000011;6842625.0978999995;6.304574716445721;48.6379595818659;48.6379595818659, 6.304574716445721;48.637959581842736, 6.304574716445725;"{""coordinates"": [6.304574716445725, 48.637959581842736], ""type"": ""Point""}"
Mirebeau-sur-Bèze;838000;2;328+802;cef8738a-dfb5-11e3-8eff-01a464e0362d;875480.1717000008;6703047.961300001;5.327120757603138;47.404502630976246;47.404502630976246, 5.327120757603138;47.404502630963606, 5.327120757603141;"{""coordinates"": [5.327120757603141, 47.404502630963606], ""type"": ""Point""}"
Reims;081000;1;215+681;51e176e2-6665-11e3-afff-01f464e0362d;780556.695100002;6902969.080499999;4.105672594314986;49.22134510181098;49.22134510181098, 4.105672594314986;49.221345101790746, 4.105672594314987;"{""coordinates"": [4.105672594314987, 49.221345101790746], ""type"": ""Point""}"
;755000;1;243+467;51e053bc-6665-11e3-afff-01f464e0362d;780214.9786000028;6707637.1428;4.064831102842273;47.46422381712912;47.46422381712912, 4.064831102842273;47.46422381711666, 4.064831102842274;"{""coordinates"": [4.064831102842274, 47.46422381711666], ""type"": ""Point""}"
Évreux-Embranchement;366000;1;106+975;51f1a346-6665-11e3-afff-01f464e0362d;565077.0744000003;6881507.6107;1.155227564356698;49.01928554346025;49.01928554346025, 1.1552275643566983;49.019285543439004, 1.1552275643566972;"{""coordinates"": [1.155227564356697, 49.019285543439004], ""type"": ""Point""}"
Fleurance;647000;1;178+850;51df2c2a-6665-11e3-afff-01f464e0362d;511288.5044;6310389.1437;0.65229142068623;43.867260259122006;43.867260259122006, 0.6522914206862301;43.86726025909942, 0.6522914206862281;"{""coordinates"": [0.652291420686228, 43.86726025909942], ""type"": ""Point""}"
Plounérin;420000;1;538+992;51e9d0ea-6665-11e3-afff-01f464e0362d;216134.65049999952;6851421.723299999;-3.567506841046481;48.58180368029364;48.58180368029364, -3.5675068410464807;48.581803680270184, -3.5675068410464856;"{""coordinates"": [-3.567506841046486, 48.581803680270184], ""type"": ""Point""}"
Montmirail;004000;1;025+800;51f1f46a-6665-11e3-afff-01f464e0362d;738962.7215000018;6863662.614500001;3.53117629122736;48.87180988744855;48.87180988744855, 3.53117629122736;48.87180988742658, 3.5311762912273603;"{""coordinates"": [3.53117629122736, 48.87180988742658], ""type"": ""Point""}"
;867616;1;000+467;51edb18e-6665-11e3-afff-01f464e0362d;841958.0090000033;6636337.111499999;4.861898194251424;46.812116566443386;46.812116566443386, 4.861898194251424;46.812116566429, 4.861898194251425;"{""coordinates"": [4.861898194251425, 46.812116566429], ""type"": ""Point""}"
Aulnay-sous-Bois;229606;1;002+420;51e1905e-6665-11e3-afff-01f464e0362d;661704.2382000014;6871581.276500002;2.477201319149434;48.943059218680155;48.943059218680155, 2.4772013191494335;48.94305921865853, 2.4772013191494335;"{""coordinates"": [2.477201319149434, 48.94305921865853], ""type"": ""Point""}"
Ensisheim;121000;1;026+320;51eb0f42-6665-11e3-afff-01f464e0362d;1023910.4184999987;6761398.6000000015;7.334940681213095;47.87294145885927;47.87294145885927, 7.334940681213095;47.872941458848004, 7.334940681213101;"{""coordinates"": [7.334940681213101, 47.872941458848004], ""type"": ""Point""}"
Châtel-Nomexy;042000;1;033+000;51e8a2e4-6665-11e3-afff-01f464e0362d;949077.1097000018;6808048.085900001;6.361376050640687;48.325031326595514;48.325031326595514, 6.361376050640687;48.3250313265707, 6.361376050640689;"{""coordinates"": [6.361376050640689, 48.3250313265707], ""type"": ""Point""}"
Arlanc;785000;1;463+770;51e4343c-6665-11e3-afff-01f464e0362d;757093.3562000021;6479910.6666;3.729974390114612;45.41624379801875;45.41624379801875, 3.729974390114612;45.41624379800032, 3.729974390114612;"{""coordinates"": [3.729974390114612, 45.41624379800032], ""type"": ""Point""}"
St-Denis-Jargeau;687000;1;138+490;51df314a-6665-11e3-afff-01f464e0362d;633968.5019999966;6753396.348299999;2.116638096918297;47.877637242589074;47.877637242589074, 2.116638096918297;47.877637242577826, 2.116638096918296;"{""coordinates"": [2.116638096918296, 47.877637242577826], ""type"": ""Point""}"
Castelsarrasin;640000;1;183+985;51e27618-6665-11e3-afff-01f464e0362d;548161.1572000012;6331764.097199999;1.104434744429883;44.068475834107545;44.068475834107545, 1.1044347444298825;44.06847583408548, 1.1044347444298812;"{""coordinates"": [1.104434744429881, 44.06847583408548], ""type"": ""Point""}"
Nogent-sur-Seine;001000;1;110+885;51e426e6-6665-11e3-afff-01f464e0362d;736815.2939999998;6822521.3467000015;3.498361503737305;48.5018974339322;48.5018974339322, 3.498361503737305;48.501897433908326, 3.498361503737305;"{""coordinates"": [3.498361503737305, 48.501897433908326], ""type"": ""Point""}"
Athies-sous-Laon;228000;1;146+562;51e409a8-6665-11e3-afff-01f464e0362d;751462.2520999983;6943218.022;3.711343870424326;49.58610198537225;49.58610198537225, 3.7113438704243262;49.5861019853538, 3.711343870424327;"{""coordinates"": [3.711343870424327, 49.5861019853538], ""type"": ""Point""}"
;341116;1;009+834;51ef1a92-6665-11e3-afff-01f464e0362d;503833.95799999684;6933813.3533000015;0.293912114399708;49.47345260515274;49.47345260515274, 0.293912114399708;49.47345260513373, 0.293912114399706;"{""coordinates"": [0.293912114399706, 49.47345260513373], ""type"": ""Point""}"
Aubignas-Alba;805000;1;674+240;51e131ca-6665-11e3-afff-01f464e0362d;827974.8016000018;6387116.7826999985;4.611838581772742;44.57137554521003;44.57137554521003, 4.611838581772742;44.57137554518928, 4.6118385817727425;"{""coordinates"": [4.611838581772743, 44.57137554518928], ""type"": ""Point""}"
;830000;1;792+663;51f05836-6665-11e3-afff-01f464e0362d;845519.0785999969;6281956.171300001;4.80250546759852;43.62170590511671;43.62170590511671, 4.80250546759852;43.621705905093506, 4.802505467598521;"{""coordinates"": [4.802505467598521, 43.621705905093506], ""type"": ""Point""}"
Cordemais;515000;1;458+758;51e77a8e-6665-11e3-afff-01f464e0362d;334217.0001000017;6700033.313099999;-1.843675729501512;47.29961792022965;47.29961792022965, -1.8436757295015116;47.29961792021671, -1.8436757295015156;"{""coordinates"": [-1.843675729501516, 47.29961792021671], ""type"": ""Point""}"
Châteaudun;550000;1;133+552;cef8d362-dfb5-11e3-8eff-01a464e0362d;576240.3910000026;6775754.920400001;1.338238303757808;48.070451747134236;48.070451747134236, 1.338238303757808;48.07045174712355, 1.338238303757807;"{""coordinates"": [1.338238303757807, 48.07045174712355], ""type"": ""Point""}"
;254610;1;003+619;cefa489e-dfb5-11e3-8eff-01a464e0362d;732845.3915000036;7026215.8719;3.460710819502116;50.33284868854005;50.33284868854005, 3.460710819502116;50.33284868852505, 3.4607108195021166;"{""coordinates"": [3.460710819502117, 50.33284868852505], ""type"": ""Point""}"
Belfort;852000;1;498+935;51e716c4-6665-11e3-afff-01f464e0362d;988482.7624000013;6730602.0852999985;6.841569225676279;47.61263036917979;47.61263036917979, 6.841569225676279;47.61263036916776, 6.841569225676283;"{""coordinates"": [6.841569225676283, 47.61263036916776], ""type"": ""Point""}"
Remoulins-Pont-du-Gard;813000;1;062+420;51ec12dc-6665-11e3-afff-01f464e0362d;823249.8505000025;6318555.770799998;4.535552951611783;43.955218808996484;43.955218808996484, 4.535552951611783;43.955218808974124, 4.535552951611784;"{""coordinates"": [4.535552951611784, 43.955218808974124], ""type"": ""Point""}"
Cruas;800000;1;651+358;51e66dc0-6665-11e3-afff-01f464e0362d;840055.144100003;6397622.9054999985;4.766902058844093;44.66360967079825;44.66360967079825, 4.766902058844093;44.66360967077776, 4.766902058844094;"{""coordinates"": [4.766902058844094, 44.66360967077776], ""type"": ""Point""}"
Richwiller;115000;1;097+541;51eb0cc2-6665-11e3-afff-01f464e0362d;1018977.0147999972;6752784.5746;7.262828054779946;47.79794613111932;47.79794613111932, 7.262828054779946;47.797946131107835, 7.262828054779948;"{""coordinates"": [7.262828054779948, 47.797946131107835], ""type"": ""Point""}"
Corbeil-Essonnes;745000;1;032+142;51ea7878-6665-11e3-afff-01f464e0362d;661287.8610000014;6835211.073800001;2.474819526411761;48.61593479471179;48.61593479471179, 2.474819526411761;48.6159347946885, 2.4748195264117605;"{""coordinates"": [2.474819526411761, 48.6159347946885], ""type"": ""Point""}"
Nogent-l'Artaud-Charly;070000;1;083+969;cef790c4-dfb5-11e3-8eff-01a464e0362d;723790.931400001;6874361.329799999;3.324943534246745;48.96875836626531;48.96875836626531, 3.3249435342467453;48.96875836624382, 3.3249435342467457;"{""coordinates"": [3.324943534246746, 48.96875836624382], ""type"": ""Point""}"
Paimboeuf;537000;1;026+926;cef4cd38-dfb5-11e3-8eff-01a464e0362d;320208.4275000021;6698964.737599999;-2.027784758878565;47.28213917808984;47.28213917808984, -2.027784758878565;47.28213917807685, -2.027784758878569;"{""coordinates"": [-2.027784758878569, 47.28213917807685], ""type"": ""Point""}"
Mont-de-Marsan;642000;1;172+188;51dfa080-6665-11e3-afff-01f464e0362d;422068.75630000234;6317950.637400001;-0.460595774532207;43.905739695407135;43.905739695407135, -0.46059577453220746;43.90573969538464, -0.46059577453220985;"{""coordinates"": [-0.46059577453221, 43.90573969538464], ""type"": ""Point""}"
Florensac;732000;2;457+389;51e10f78-6665-11e3-afff-01f464e0362d;735190.6718999967;6253572.677700002;3.434035802706511;43.38041313304629;43.38041313304629, 3.434035802706511;43.3804131330225, 3.434035802706511;"{""coordinates"": [3.434035802706511, 43.3804131330225], ""type"": ""Point""}"
Marcoing;259000;2;186+324;cef8e9da-dfb5-11e3-8eff-01a464e0362d;713689.9496000037;7003103.471900001;3.191240768743549;50.126025253962005;50.126025253962005, 3.191240768743549;50.12602525394607, 3.191240768743549;"{""coordinates"": [3.191240768743549, 50.12602525394607], ""type"": ""Point""}"
Perrignier;892000;1;192+630;cef393dc-dfb5-11e3-8eff-01a464e0362d;963391.0559;6583725.2179000005;6.423149611081823;46.3020341670952;46.3020341670952, 6.423149611081823;46.30203416707933, 6.423149611081826;"{""coordinates"": [6.423149611081826, 46.30203416707933], ""type"": ""Point""}"
Avord;690000;1;257+870;51e846f8-6665-11e3-afff-01f464e0362d;676588.0173000023;6658248.8572;2.691754780983957;47.024059672843364;47.024059672843364, 2.6917547809839566;47.024059672829615, 2.6917547809839566;"{""coordinates"": [2.691754780983957, 47.024059672829615], ""type"": ""Point""}"
Condat-le-Lardin;621000;1;123+225;cef64420-dfb5-11e3-8eff-01a464e0362d;561290.8969999999;6449310.428199999;1.235504723805501;45.12913017880378;45.12913017880378, 1.235504723805501;45.12913017878454, 1.2355047238054997;"{""coordinates"": [1.2355047238055, 45.12913017878454], ""type"": ""Point""}"
;867606;1;000+827;cefa6a56-dfb5-11e3-8eff-01a464e0362d;842288.1077999994;6636731.520100001;4.86634835187375;46.81559662657948;46.81559662657948, 4.86634835187375;46.8155966265651, 4.866348351873752;"{""coordinates"": [4.866348351873752, 46.8155966265651], ""type"": ""Point""}"
Clermont-Ferrand;784000;1;003+974;cef1c5f0-dfb5-11e3-8eff-01a464e0362d;711375.4302999973;6521470.4518;3.146431411879435;45.79276119587239;45.79276119587239, 3.1464314118794348;45.79276119585505, 3.1464314118794348;"{""coordinates"": [3.146431411879435, 45.79276119585505], ""type"": ""Point""}"
Roye (Somme);259000;2;118+452;a4a9f78c-9243-11e3-94ff-010c64e0362d;684347.9083999991;6955751.692600001;2.783165798974044;49.70061878061596;49.70061878061596, 2.7831657989740437;49.700618780598056, 2.7831657989740437;"{""coordinates"": [2.783165798974044, 49.700618780598056], ""type"": ""Point""}"
Wissembourg;146000;1;057+014;51e970b4-6665-11e3-afff-01f464e0362d;1062362.1357000023;6892294.698199999;7.95815034466142;49.028123747176814;49.028123747176814, 7.95815034466142;49.02812374715562, 7.958150344661425;"{""coordinates"": [7.958150344661425, 49.02812374715562], ""type"": ""Point""}"
Château-la-Vallière;500000;1;232+400;51e833b4-6665-11e3-afff-01f464e0362d;499458.2343999967;6723480.001699999;0.331609578492934;47.58119770462499;47.58119770462499, 0.33160957849293426;47.581197704612876, 0.33160957849293266;"{""coordinates"": [0.331609578492933, 47.581197704612876], ""type"": ""Point""}"
Plaintel;475000;1;484+734;51e8e3be-6665-11e3-afff-01f464e0362d;270038.4475999996;6830970.935199998;-2.818274232851476;48.43638706649902;48.43638706649902, -2.818274232851476;48.43638706647479, -2.818274232851481;"{""coordinates"": [-2.818274232851481, 48.43638706647479], ""type"": ""Point""}"
;750000;1;113+020;51e078b0-6665-11e3-afff-01f464e0362d;681717.4787999988;6771783.833999999;2.75464471671929;48.04618039952085;48.04618039952085, 2.7546447167192896;48.046180399510106, 2.754644716719289;"{""coordinates"": [2.754644716719289, 48.046180399510106], ""type"": ""Point""}"
Arpajon-sur-Cère;720000;1;305+650;51e40d04-6665-11e3-afff-01f464e0362d;657299.2506000027;6423262.388799999;2.458999581415412;44.907236759643474;44.907236759643474, 2.458999581415412;44.90723675962365, 2.4589995814154118;"{""coordinates"": [2.458999581415412, 44.90723675962365], ""type"": ""Point""}"
Castelnau-d'Estrétefonds;640000;1;236+538;51e147c2-6665-11e3-afff-01f464e0362d;567294.881099999;6298711.6985;1.351837963864057;43.774959291936035;43.774959291936035, 1.3518379638640565;43.774959291913206, 1.3518379638640554;"{""coordinates"": [1.351837963864055, 43.774959291913206], ""type"": ""Point""}"
Châteauneuf-sur-Loire;687000;1;145+143;51e01ed4-6665-11e3-afff-01f464e0362d;640111.4082000032;6752322.719700001;2.19895697294168;47.86856499300225;47.86856499300225, 2.19895697294168;47.868564992990976, 2.198956972941679;"{""coordinates"": [2.198956972941679, 47.868564992990976], ""type"": ""Point""}"
Lagnieu;889000;1;006+250;51e3e3be-6665-11e3-afff-01f464e0362d;882159.4650999978;6536883.830400001;5.350082096425513;45.907240779510744;45.907240779510744, 5.350082096425513;45.90724077949373, 5.350082096425516;"{""coordinates"": [5.350082096425516, 45.90724077949373], ""type"": ""Point""}"
Lagnieu;889000;1;005+958;51e5e7d8-6665-11e3-afff-01f464e0362d;881952.6701000035;6537106.062199999;5.347500968844122;45.90929645873071;45.90929645873071, 5.3475009688441215;45.90929645871369, 5.347500968844123;"{""coordinates"": [5.347500968844123, 45.90929645871369], ""type"": ""Point""}"
Valence-d'Agen;640000;1;160+131;51e8bbde-6665-11e3-afff-01f464e0362d;530224.8386999965;6337342.486200001;0.878748215614169;44.11456158574278;44.11456158574278, 0.8787482156141686;44.114561585720814, 0.878748215614167;"{""coordinates"": [0.878748215614167, 44.114561585720814], ""type"": ""Point""}"
Ciry-Sermoise;205000;1;009+690;51df93ec-6665-11e3-afff-01f464e0362d;733661.1081999987;6919272.5024;3.46335012604415;49.37208477600014;49.37208477600014, 3.46335012604415;49.372084775980646, 3.4633501260441504;"{""coordinates"": [3.46335012604415, 49.372084775980646], ""type"": ""Point""}"
